probe,family,distance,rows,clean_hurts_first_half,clean_hurts_second_half,clean_no_answer,compressed_no_answer,base_accuracy,base_second_half,clean_accuracy,clean_second_half,corrupted_accuracy,corrupted_second_half,compressed_accuracy,compressed_second_half,clean_frac_base_second_half,clean_lo,clean_hi,compressed_frac_base_second_half,compressed_lo,compressed_hi,corrupted_frac_base_second_half,corrupted_lo,corrupted_hi
mmlu_high_school_statistics,mmlu_math,2,216,True,True,0.4027777777777778,0.0,0.6898148148148148,0.6574074074074074,0.44907407407407407,0.4166666666666667,0.2824074074074074,0.23148148148148148,0.6712962962962963,0.6388888888888888,0.6338028169014085,0.5211267605633803,0.7435897435897436,0.9718309859154929,0.9154929577464789,1.0188679245283019,0.352112676056338,0.2463768115942029,0.4626865671641791
arc_challenge,sci_reasoning,3,400,True,True,0.065,0.0,0.88,0.87,0.825,0.82,0.755,0.76,0.8875,0.89,0.9425287356321839,0.8971428571428571,0.9831460674157303,1.0229885057471264,0.994535519125683,1.0538922155688624,0.8735632183908046,0.8135593220338984,0.9314285714285714
arc_easy,sci_reasoning,3,400,False,False,0.0025,0.0,0.955,0.95,0.955,0.935,0.9125,0.905,0.9575,0.945,0.9842105263157895,0.9633507853403142,1.0,0.9947368421052631,0.9782608695652174,1.0108108108108107,0.9526315789473685,0.9166666666666666,0.9842105263157894
mmlu_anatomy,mmlu_stem,3,135,False,False,0.0,0.0,0.6814814814814815,0.6764705882352942,0.6962962962962963,0.6764705882352942,0.6814814814814815,0.6764705882352942,0.674074074074074,0.6617647058823529,1.0,0.875,1.146341463414634,0.9782608695652173,0.8703703703703703,1.0930232558139534,1.0,0.9,1.1162790697674418
mmlu_astronomy,mmlu_stem,3,152,True,False,0.046052631578947366,0.0,0.8157894736842105,0.7894736842105263,0.7960526315789473,0.8026315789473685,0.7236842105263158,0.6973684210526315,0.8289473684210527,0.8026315789473685,1.0166666666666666,0.9473684210526315,1.0943396226415094,1.0166666666666666,0.9655172413793104,1.0793650793650793,0.8833333333333333,0.78125,0.9830508474576272
mmlu_college_biology,mmlu_stem,3,144,False,True,0.013888888888888888,0.0,0.8402777777777778,0.8611111111111112,0.8055555555555556,0.7916666666666666,0.8263888888888888,0.8194444444444444,0.8472222222222222,0.8611111111111112,0.9193548387096773,0.8448275862068966,0.9836065573770492,1.0,1.0,1.0,0.9516129032258064,0.8656716417910447,1.0338983050847457
mmlu_college_chemistry,mmlu_stem,3,100,True,True,0.36,0.0,0.48,0.52,0.39,0.42,0.3,0.42,0.46,0.54,0.8076923076923076,0.6296296296296297,0.9565217391304348,1.0384615384615385,1.0,1.1428571428571428,0.8076923076923076,0.6190476190476191,1.0
mmlu_college_computer_science,mmlu_stem,3,100,True,True,0.23,0.0,0.65,0.62,0.55,0.52,0.38,0.32,0.64,0.64,0.8387096774193549,0.6774193548387096,1.0,1.032258064516129,0.9310344827586207,1.1666666666666667,0.5161290322580645,0.3333333333333333,0.7
mmlu_college_physics,mmlu_stem,3,102,True,True,0.5882352941176471,0.0,0.45098039215686275,0.45098039215686275,0.28431372549019607,0.21568627450980393,0.27450980392156865,0.2549019607843137,0.43137254901960786,0.4117647058823529,0.4782608695652174,0.2608695652173913,0.7142857142857143,0.9130434782608695,0.7037037037037037,1.125,0.5652173913043478,0.32,0.9090909090909091
mmlu_computer_security,mmlu_stem,3,100,False,False,0.0,0.0,0.81,0.76,0.84,0.8,0.81,0.76,0.81,0.76,1.0526315789473684,1.0,1.1428571428571428,1.0,0.926829268292683,1.0833333333333333,1.0,0.8809523809523809,1.1470588235294117
mmlu_conceptual_physics,mmlu_stem,3,235,True,True,0.0851063829787234,0.0,0.7106382978723405,0.711864406779661,0.6340425531914894,0.6101694915254238,0.5702127659574469,0.5423728813559322,0.7191489361702128,0.7033898305084746,0.8571428571428572,0.7692307692307693,0.9411764705882353,0.9880952380952381,0.9493670886075949,1.0256410256410255,0.7619047619047619,0.6627906976744186,0.8571428571428571
mmlu_electrical_engineering,mmlu_stem,3,145,True,True,0.06896551724137931,0.0,0.7034482758620689,0.6712328767123288,0.6482758620689655,0.6164383561643836,0.5517241379310345,0.547945205479452,0.696551724137931,0.684931506849315,0.9183673469387755,0.7959183673469388,1.0434782608695652,1.0204081632653061,1.0,1.0714285714285714,0.8163265306122448,0.66,0.9782608695652174
mmlu_high_school_biology,mmlu_stem,3,310,False,False,0.01935483870967742,0.0,0.8387096774193549,0.8387096774193549,0.8161290322580645,0.8258064516129032,0.7741935483870968,0.7870967741935484,0.8290322580645161,0.8258064516129032,0.9846153846153846,0.9328358208955224,1.0378787878787878,0.9846153846153846,0.9523809523809523,1.015267175572519,0.9384615384615385,0.8923076923076924,0.984251968503937
mmlu_high_school_chemistry,mmlu_stem,3,203,True,True,0.33004926108374383,0.0,0.6650246305418719,0.6862745098039216,0.4630541871921182,0.49019607843137253,0.458128078817734,0.5,0.645320197044335,0.6764705882352942,0.7142857142857143,0.6029411764705882,0.8333333333333334,0.9857142857142858,0.9365079365079365,1.032258064516129,0.7285714285714285,0.6031746031746031,0.8448275862068966
mmlu_high_school_computer_science,mmlu_stem,3,100,True,True,0.13,0.0,0.8,0.78,0.72,0.68,0.61,0.5,0.78,0.72,0.8717948717948718,0.75,0.9705882352941176,0.923076923076923,0.8285714285714286,1.0,0.641025641025641,0.4878048780487805,0.7837837837837838
mmlu_high_school_physics,mmlu_stem,3,151,True,True,0.5099337748344371,0.0,0.5231788079470199,0.5,0.271523178807947,0.27631578947368424,0.23178807947019867,0.2236842105263158,0.543046357615894,0.5263157894736842,0.5526315789473685,0.3783783783783784,0.725,1.0526315789473684,1.0,1.1515151515151516,0.4473684210526316,0.2765957446808511,0.6486486486486487
mmlu_machine_learning,mmlu_stem,3,112,True,True,0.044642857142857144,0.0,0.49107142857142855,0.4642857142857143,0.4107142857142857,0.3392857142857143,0.42857142857142855,0.375,0.5089285714285714,0.5,0.7307692307692307,0.5416666666666666,0.9230769230769231,1.0769230769230769,0.9354838709677419,1.263157894736842,0.8076923076923077,0.5555555555555556,1.1111111111111112
openbookqa,sci_reasoning,3,400,False,False,0.0,0.0,0.8575,0.87,0.8475,0.855,0.8275,0.815,0.86,0.875,0.9827586206896551,0.9529411764705882,1.0118343195266273,1.0057471264367817,0.9821428571428571,1.0342857142857143,0.9367816091954022,0.8922155688622755,0.9826589595375722
qasc,sci_reasoning,3,400,False,False,0.005,0.0,0.8225,0.865,0.8075,0.85,0.8175,0.845,0.83,0.865,0.9826589595375722,0.943502824858757,1.0179640718562875,1.0,0.9771428571428571,1.0232558139534884,0.976878612716763,0.9371428571428572,1.0176470588235293
commonsenseqa,commonsense,4,400,False,False,0.0,0.0,0.815,0.81,0.8175,0.815,0.8025,0.805,0.83,0.83,1.0061728395061726,0.9617834394904459,1.0559006211180124,1.0246913580246912,0.9942857142857143,1.0596026490066226,0.9938271604938271,0.9518072289156626,1.0379746835443038
hellaswag,commonsense,4,400,True,True,0.02,0.0,0.855,0.92,0.71,0.7,0.8,0.87,0.845,0.91,0.7608695652173912,0.6966292134831461,0.8288770053475936,0.9891304347826086,0.9617486338797814,1.0169491525423728,0.9456521739130435,0.8978494623655914,0.994413407821229
mmlu_business_ethics,mmlu_other,4,100,False,True,0.01,0.0,0.75,0.7,0.72,0.64,0.72,0.6,0.74,0.66,0.9142857142857144,0.7837837837837838,1.032258064516129,0.942857142857143,0.8571428571428571,1.0,0.8571428571428572,0.7096774193548387,1.0
mmlu_clinical_knowledge,mmlu_other,4,265,False,True,0.018867924528301886,0.0,0.769811320754717,0.7969924812030075,0.7509433962264151,0.7518796992481203,0.7358490566037735,0.7518796992481203,0.7660377358490567,0.7969924812030075,0.9433962264150944,0.883495145631068,1.0,1.0,0.9626168224299065,1.0380952380952382,0.9433962264150944,0.8782608695652174,1.0
mmlu_college_medicine,mmlu_other,4,95,True,True,0.06315789473684211,0.0,0.6105263157894737,0.5833333333333334,0.5578947368421052,0.5416666666666666,0.5368421052631579,0.5208333333333334,0.6210526315789474,0.6041666666666666,0.9285714285714285,0.7586206896551724,1.1176470588235294,1.0357142857142856,0.9230769230769231,1.1851851851851851,0.8928571428571429,0.7307692307692307,1.0769230769230769
mmlu_econometrics,mmlu_other,4,114,False,True,0.14035087719298245,0.0,0.5614035087719298,0.5789473684210527,0.5087719298245614,0.49122807017543857,0.4824561403508772,0.45614035087719296,0.5789473684210527,0.6140350877192983,0.8484848484848484,0.6785714285714286,1.0384615384615385,1.0606060606060606,0.9655172413793104,1.2,0.7878787878787878,0.5862068965517241,1.0
mmlu_global_facts,mmlu_other,4,100,False,False,0.02,0.0,0.44,0.46,0.47,0.44,0.32,0.32,0.41,0.44,0.9565217391304347,0.7727272727272727,1.173913043478261,0.9565217391304347,0.7692307692307693,1.1818181818181819,0.6956521739130435,0.44,1.0
mmlu_high_school_geography,mmlu_other,4,198,True,False,0.005050505050505051,0.0,0.8888888888888888,0.8787878787878788,0.8585858585858586,0.8787878787878788,0.8636363636363636,0.8787878787878788,0.8838383838383839,0.8888888888888888,1.0,0.9659090909090909,1.0357142857142858,1.011494252873563,1.0,1.0375,1.0,0.9662921348314607,1.0344827586206897
mmlu_high_school_government_and_politics,mmlu_other,4,193,False,False,0.0,0.0,0.9378238341968912,0.9175257731958762,0.9119170984455959,0.8762886597938144,0.917098445595855,0.9072164948453608,0.9378238341968912,0.9175257731958762,0.9550561797752809,0.9090909090909091,0.9891304347826086,1.0,1.0,1.0,0.9887640449438203,0.946236559139785,1.0235294117647058
mmlu_high_school_macroeconomics,mmlu_other,4,390,False,False,0.02564102564102564,0.0,0.7717948717948718,0.7230769230769231,0.7512820512820513,0.717948717948718,0.7,0.6615384615384615,0.764102564102564,0.717948717948718,0.9929078014184397,0.9383561643835616,1.051094890510949,0.9929078014184397,0.9689922480620154,1.0148148148148148,0.9148936170212766,0.8503401360544217,0.9798657718120806
mmlu_high_school_microeconomics,mmlu_other,4,238,False,False,0.03361344537815126,0.0,0.8571428571428571,0.865546218487395,0.8529411764705882,0.865546218487395,0.8109243697478992,0.8571428571428571,0.8403361344537815,0.8571428571428571,1.0,0.9411764705882353,1.0612244897959184,0.9902912621359222,0.944954128440367,1.03125,0.9902912621359222,0.941747572815534,1.0408163265306123
mmlu_high_school_psychology,mmlu_other,4,400,False,False,0.0125,0.0,0.8725,0.885,0.87,0.865,0.86,0.855,0.8725,0.875,0.9774011299435028,0.9508196721311475,1.005586592178771,0.9887005649717514,0.9662921348314607,1.0112359550561798,0.9661016949152542,0.9261363636363636,1.0057803468208093
mmlu_human_aging,mmlu_other,4,223,False,False,0.0,0.0,0.7309417040358744,0.7142857142857143,0.7219730941704036,0.7232142857142857,0.7219730941704036,0.7232142857142857,0.757847533632287,0.7321428571428571,1.0125,0.9605263157894737,1.0684931506849316,1.025,1.0,1.0694444444444444,1.0125,0.9390243902439024,1.0985915492957747
mmlu_human_sexuality,mmlu_other,4,131,True,True,0.0,0.0,0.8320610687022901,0.8636363636363636,0.7709923664122137,0.7878787878787878,0.7480916030534351,0.7424242424242424,0.8091603053435115,0.8333333333333334,0.9122807017543859,0.8301886792452831,0.9818181818181818,0.9649122807017544,0.9122807017543859,1.0,0.8596491228070176,0.7647058823529411,0.9454545454545454
mmlu_management,mmlu_other,4,103,False,False,0.0,0.0,0.9223300970873787,0.9038461538461539,0.9029126213592233,0.8653846153846154,0.8349514563106796,0.7884615384615384,0.9029126213592233,0.8653846153846154,0.9574468085106383,0.875,1.0444444444444445,0.9574468085106383,0.8936170212765957,1.0,0.8723404255319148,0.7555555555555555,0.9787234042553191
mmlu_marketing,mmlu_other,4,234,False,False,0.0,0.0,0.9188034188034188,0.9145299145299145,0.9188034188034188,0.9145299145299145,0.8888888888888888,0.8974358974358975,0.905982905982906,0.8888888888888888,1.0,0.963302752293578,1.0388349514563107,0.9719626168224299,0.9351851851851852,1.0,0.9813084112149534,0.9439252336448598,1.0186915887850467
mmlu_medical_genetics,mmlu_other,4,100,False,True,0.03,0.0,0.82,0.84,0.78,0.74,0.75,0.74,0.79,0.76,0.8809523809523809,0.775,0.975609756097561,0.9047619047619048,0.8095238095238095,0.9772727272727273,0.8809523809523809,0.7777777777777778,0.975
mmlu_miscellaneous,mmlu_other,4,400,False,False,0.01,0.0,0.85,0.86,0.84,0.845,0.82,0.86,0.86,0.865,0.9825581395348837,0.9523809523809523,1.0118343195266273,1.005813953488372,0.9882352941176471,1.0289017341040463,1.0,0.9647058823529412,1.0406976744186047
mmlu_nutrition,mmlu_other,4,306,False,False,0.00980392156862745,0.0,0.7647058823529411,0.7320261437908496,0.7581699346405228,0.7320261437908496,0.7026143790849673,0.673202614379085,0.7581699346405228,0.7189542483660131,1.0,0.9369369369369369,1.0666666666666667,0.9821428571428572,0.9316239316239316,1.0350877192982457,0.9196428571428573,0.8467741935483871,0.9903846153846154
mmlu_professional_accounting,mmlu_other,4,282,True,True,0.1453900709219858,0.0,0.524822695035461,0.5319148936170213,0.48226950354609927,0.48936170212765956,0.4148936170212766,0.41843971631205673,0.5354609929078015,0.5531914893617021,0.92,0.8072289156626506,1.044776119402985,1.04,0.967032967032967,1.1267605633802817,0.7866666666666666,0.6702127659574468,0.9078947368421053
mmlu_professional_medicine,mmlu_other,4,272,False,False,0.014705882352941176,0.0,0.7463235294117647,0.7205882352941176,0.7389705882352942,0.7132352941176471,0.6764705882352942,0.6544117647058824,0.7463235294117647,0.7426470588235294,0.9897959183673469,0.9313725490196079,1.0505050505050506,1.0306122448979593,0.9719626168224299,1.098901098901099,0.9081632653061225,0.8118811881188119,1.0
mmlu_professional_psychology,mmlu_other,4,400,False,False,0.005,0.0,0.735,0.755,0.715,0.74,0.725,0.755,0.74,0.78,0.9801324503311258,0.934640522875817,1.027027027027027,1.033112582781457,1.0,1.0753424657534247,1.0,0.9419354838709677,1.0604026845637584
mmlu_public_relations,mmlu_other,4,110,True,False,0.0,0.0,0.6818181818181818,0.7090909090909091,0.6636363636363637,0.7090909090909091,0.6909090909090909,0.7090909090909091,0.6818181818181818,0.7090909090909091,1.0,0.8823529411764706,1.131578947368421,1.0,0.926829268292683,1.0789473684210527,1.0,0.8780487804878049,1.135135135135135
mmlu_security_studies,mmlu_other,4,245,False,False,0.0,0.0,0.763265306122449,0.7967479674796748,0.7714285714285715,0.8048780487804879,0.6979591836734694,0.7560975609756098,0.7714285714285715,0.7886178861788617,1.0102040816326532,0.9523809523809523,1.074468085106383,0.9897959183673469,0.9504950495049505,1.0210526315789474,0.9489795918367347,0.8613861386138614,1.03125
mmlu_sociology,mmlu_other,4,201,False,False,0.0,0.0,0.8557213930348259,0.9108910891089109,0.8606965174129353,0.9108910891089109,0.8308457711442786,0.900990099009901,0.8606965174129353,0.9306930693069307,1.0,0.968421052631579,1.032967032967033,1.0217391304347827,1.0,1.0568181818181819,0.9891304347826086,0.925531914893617,1.054945054945055
mmlu_us_foreign_policy,mmlu_other,4,100,True,False,0.0,0.0,0.94,0.96,0.87,0.92,0.87,0.86,0.9,0.96,0.9583333333333334,0.875,1.0425531914893618,1.0,1.0,1.0,0.8958333333333334,0.8085106382978723,0.9791666666666666
mmlu_virology,mmlu_other,4,166,True,True,0.012048192771084338,0.0,0.5542168674698795,0.5301204819277109,0.5120481927710844,0.4939759036144578,0.5120481927710844,0.4939759036144578,0.5301204819277109,0.5180722891566265,0.9318181818181817,0.8333333333333334,1.0256410256410255,0.9772727272727272,0.9024390243902439,1.0571428571428572,0.9318181818181817,0.8269230769230769,1.025
race_high,reading,4,400,False,False,0.0025,0.0,0.8825,0.845,0.875,0.845,0.7875,0.74,0.8825,0.84,1.0,0.9611111111111111,1.0375,0.9940828402366864,0.98125,1.0,0.8757396449704142,0.8165680473372781,0.9269662921348315
winogrande,commonsense,4,400,False,False,0.0,0.0,0.65,0.635,0.6375,0.615,0.625,0.625,0.6325,0.61,0.968503937007874,0.8833333333333333,1.064516129032258,0.9606299212598425,0.8947368421052632,1.0254237288135593,0.984251968503937,0.8846153846153846,1.0962962962962963
humaneval,code,5,164,False,True,1.0,1.0,0.42073170731707316,0.35365853658536583,0.4146341463414634,0.3048780487804878,0.25609756097560976,0.2682926829268293,0.4268292682926829,0.35365853658536583,0.8620689655172414,0.5897435897435898,1.2380952380952381,1.0,0.8125,1.2592592592592593,0.7586206896551725,0.5,1.1176470588235294
mmlu_formal_logic,mmlu_humanities,5,126,True,True,0.2857142857142857,0.0,0.5317460317460317,0.5079365079365079,0.42857142857142855,0.42857142857142855,0.3253968253968254,0.3492063492063492,0.5079365079365079,0.5396825396825397,0.84375,0.6857142857142857,1.0,1.0625,1.0,1.1851851851851851,0.6875,0.5142857142857142,0.875
mmlu_high_school_european_history,mmlu_humanities,5,165,False,True,0.0,0.0,0.8545454545454545,0.9036144578313253,0.8121212121212121,0.8554216867469879,0.8242424242424242,0.8674698795180723,0.8303030303030303,0.891566265060241,0.9466666666666667,0.8918918918918919,0.987012987012987,0.9866666666666666,0.9577464788732394,1.0,0.96,0.8933333333333333,1.0273972602739727
mmlu_high_school_us_history,mmlu_humanities,5,204,False,False,0.014705882352941176,0.0,0.8480392156862745,0.8137254901960784,0.8578431372549019,0.8333333333333334,0.8235294117647058,0.7843137254901961,0.8529411764705882,0.8235294117647058,1.0240963855421688,0.9634146341463414,1.0975609756097562,1.0120481927710843,0.9634146341463414,1.0705882352941176,0.963855421686747,0.8941176470588236,1.0375
mmlu_high_school_world_history,mmlu_humanities,5,237,False,False,0.0,0.0,0.8734177215189873,0.8907563025210085,0.8818565400843882,0.8991596638655462,0.8649789029535865,0.865546218487395,0.869198312236287,0.8907563025210085,1.0094339622641508,0.9809523809523809,1.0471698113207548,1.0,1.0,1.0,0.9716981132075472,0.9238095238095239,1.019047619047619
mmlu_international_law,mmlu_humanities,5,121,False,False,0.0,0.0,0.8099173553719008,0.7868852459016393,0.7933884297520661,0.7540983606557377,0.8264462809917356,0.8032786885245902,0.8181818181818182,0.7868852459016393,0.9583333333333333,0.875,1.024390243902439,1.0,0.9183673469387755,1.0888888888888888,1.0208333333333333,0.9347826086956522,1.1219512195121952
mmlu_jurisprudence,mmlu_humanities,5,108,False,False,0.0,0.0,0.8240740740740741,0.8333333333333334,0.8055555555555556,0.8333333333333334,0.7777777777777778,0.7777777777777778,0.8148148148148148,0.8333333333333334,1.0,0.9347826086956522,1.0681818181818181,1.0,1.0,1.0,0.9333333333333333,0.851063829787234,1.0
mmlu_logical_fallacies,mmlu_humanities,5,163,False,False,0.012269938650306749,0.0,0.8282208588957055,0.8292682926829268,0.803680981595092,0.7926829268292683,0.803680981595092,0.8170731707317073,0.8282208588957055,0.8170731707317073,0.9558823529411765,0.9,1.0,0.9852941176470588,0.9315068493150684,1.0317460317460319,0.9852941176470588,0.8970588235294118,1.0746268656716418
mmlu_moral_disputes,mmlu_humanities,5,346,False,False,0.0,0.0,0.7803468208092486,0.791907514450867,0.7572254335260116,0.7630057803468208,0.7514450867052023,0.7976878612716763,0.7687861271676301,0.7861271676300579,0.9635036496350364,0.9136690647482014,1.014388489208633,0.9927007299270074,0.9565217391304348,1.0298507462686568,1.0072992700729928,0.9552238805970149,1.0661764705882353
mmlu_moral_scenarios,mmlu_humanities,5,400,False,False,0.0,0.0,0.2925,0.33,0.395,0.415,0.2725,0.295,0.2375,0.25,1.2575757575757573,1.0666666666666667,1.5272727272727273,0.7575757575757576,0.6268656716417911,0.8970588235294118,0.8939393939393938,0.6933333333333334,1.1730769230769231
mmlu_philosophy,mmlu_humanities,5,311,False,False,0.0,0.0,0.7395498392282959,0.717948717948718,0.7202572347266881,0.7051282051282052,0.707395498392283,0.717948717948718,0.7459807073954984,0.7435897435897436,0.9821428571428572,0.9134615384615384,1.0510204081632653,1.0357142857142858,0.990990990990991,1.0934579439252337,1.0,0.9256198347107438,1.0761904761904761
mmlu_prehistory,mmlu_humanities,5,324,False,False,0.006172839506172839,0.0,0.808641975308642,0.8271604938271605,0.7839506172839507,0.808641975308642,0.808641975308642,0.8148148148148148,0.7962962962962963,0.8024691358024691,0.9776119402985075,0.9259259259259259,1.0305343511450382,0.9701492537313433,0.9290780141843972,1.007936507936508,0.9850746268656716,0.9347826086956522,1.0381679389312977
mmlu_professional_law,mmlu_humanities,5,400,False,False,0.01,0.0,0.49,0.505,0.475,0.49,0.445,0.47,0.46,0.475,0.9702970297029703,0.875,1.0769230769230769,0.9405940594059405,0.8764044943820225,1.0,0.9306930693069306,0.8431372549019608,1.0210526315789474
mmlu_world_religions,mmlu_humanities,5,171,False,False,0.0,0.0,0.8596491228070176,0.9069767441860465,0.8771929824561403,0.9186046511627907,0.8187134502923976,0.8488372093023255,0.8596491228070176,0.8953488372093024,1.0128205128205128,0.9743589743589743,1.0625,0.9871794871794872,0.9342105263157895,1.0410958904109588,0.9358974358974359,0.875,1.0
