probe,family,distance,rows,clean_hurts_first_half,clean_hurts_second_half,clean_no_answer,compressed_no_answer,base_accuracy,base_second_half,clean_accuracy,clean_second_half,corrupted_accuracy,corrupted_second_half,compressed_accuracy,compressed_second_half,clean_frac_base_second_half,clean_lo,clean_hi,compressed_frac_base_second_half,compressed_lo,compressed_hi,corrupted_frac_base_second_half,corrupted_lo,corrupted_hi
mmlu_electrical_engineering,mmlu_stem,3,145,True,True,0.1793103448275862,0.0,0.6413793103448275,0.6712328767123288,0.5241379310344828,0.5205479452054794,0.12413793103448276,0.0547945205479452,0.6482758620689655,0.684931506849315,0.7755102040816326,0.6222222222222222,0.9545454545454546,1.0204081632653061,0.9347826086956522,1.125,0.08163265306122448,0.018867924528301886,0.16666666666666666
mmlu_high_school_biology,mmlu_stem,3,310,True,False,0.02903225806451613,0.0,0.896774193548387,0.9161290322580645,0.8580645161290322,0.896774193548387,0.3258064516129032,0.3741935483870968,0.9032258064516129,0.9225806451612903,0.9788732394366196,0.9315068493150684,1.0291970802919708,1.0070422535211268,1.0,1.0222222222222221,0.4084507042253521,0.32608695652173914,0.4927536231884058
mmlu_high_school_chemistry,mmlu_stem,3,203,True,True,0.3497536945812808,0.0,0.6305418719211823,0.696078431372549,0.45320197044334976,0.49019607843137253,0.04433497536945813,0.0392156862745098,0.6650246305418719,0.7156862745098039,0.704225352112676,0.589041095890411,0.8356164383561644,1.028169014084507,1.0,1.0735294117647058,0.056338028169014086,0.013333333333333334,0.11290322580645161
mmlu_high_school_computer_science,mmlu_stem,3,100,True,True,0.24,0.0,0.77,0.74,0.63,0.58,0.1,0.1,0.77,0.74,0.7837837837837838,0.6285714285714286,0.9210526315789473,1.0,0.925,1.0714285714285714,0.13513513513513514,0.02857142857142857,0.2553191489361702
mmlu_high_school_physics,mmlu_stem,3,151,True,True,0.5033112582781457,0.0,0.5894039735099338,0.5921052631578947,0.2582781456953642,0.19736842105263158,0.0,0.0,0.5827814569536424,0.5526315789473685,0.33333333333333337,0.1956521739130435,0.48936170212765956,0.9333333333333335,0.8333333333333334,1.024390243902439,0.0,0.0,0.0
mmlu_machine_learning,mmlu_stem,3,112,True,True,0.44642857142857145,0.0,0.5089285714285714,0.42857142857142855,0.32142857142857145,0.25,0.03571428571428571,0.03571428571428571,0.5267857142857143,0.44642857142857145,0.5833333333333334,0.35,0.8421052631578947,1.0416666666666667,0.8275862068965517,1.3125,0.08333333333333333,0.0,0.20689655172413793
openbookqa,sci_reasoning,3,400,False,True,0.025,0.0,0.9,0.91,0.8525,0.83,0.8025,0.805,0.905,0.905,0.9120879120879121,0.8602150537634409,0.9595375722543352,0.9945054945054945,0.9732620320855615,1.0112994350282485,0.8846153846153847,0.8201058201058201,0.9438202247191011
qasc,sci_reasoning,3,400,False,True,0.0025,0.0,0.835,0.88,0.8175,0.835,0.63,0.655,0.835,0.875,0.9488636363636364,0.9122807017543859,0.9824561403508771,0.9943181818181818,0.9826589595375722,1.0,0.7443181818181819,0.6742857142857143,0.8068181818181818
commonsenseqa,commonsense,4,400,False,True,0.005,0.0,0.8075,0.815,0.785,0.77,0.6925,0.68,0.81,0.82,0.9447852760736197,0.8963414634146342,0.9876543209876543,1.0061349693251533,0.9875776397515528,1.030674846625767,0.834355828220859,0.7664670658682635,0.9024390243902439
hellaswag,commonsense,4,400,False,True,0.0025,0.0,0.7825,0.84,0.725,0.755,0.6325,0.775,0.7775,0.84,0.8988095238095238,0.8323699421965318,0.9631901840490797,1.0,0.9693251533742331,1.035928143712575,0.9226190476190477,0.8497109826589595,0.9938650306748467
mmlu_business_ethics,mmlu_other,4,100,False,True,0.14,0.0,0.7,0.64,0.67,0.6,0.42,0.34,0.69,0.64,0.9375,0.7741935483870968,1.1071428571428572,1.0,0.9142857142857143,1.09375,0.53125,0.34375,0.7241379310344828
mmlu_clinical_knowledge,mmlu_other,4,265,False,False,0.04150943396226415,0.0,0.7509433962264151,0.7593984962406015,0.7660377358490567,0.7593984962406015,0.4981132075471698,0.518796992481203,0.7660377358490567,0.7669172932330827,1.0,0.9528301886792453,1.0515463917525774,1.00990099009901,1.0,1.0319148936170213,0.6831683168316832,0.5742574257425742,0.7956989247311828
mmlu_college_medicine,mmlu_other,4,95,True,True,0.17894736842105263,0.0,0.6526315789473685,0.5833333333333334,0.5578947368421052,0.5208333333333334,0.16842105263157894,0.1875,0.6526315789473685,0.5833333333333334,0.8928571428571429,0.76,1.0,1.0,0.9,1.1111111111111112,0.3214285714285714,0.16,0.5
mmlu_econometrics,mmlu_other,4,114,True,True,0.17543859649122806,0.0,0.5701754385964912,0.5789473684210527,0.4473684210526316,0.42105263157894735,0.0,0.0,0.5701754385964912,0.5789473684210527,0.7272727272727272,0.5277777777777778,0.96,1.0,0.9130434782608695,1.096774193548387,0.0,0.0,0.0
mmlu_global_facts,mmlu_other,4,100,False,False,0.05,0.0,0.42,0.44,0.46,0.48,0.02,0.02,0.43,0.46,1.0909090909090908,0.8518518518518519,1.391304347826087,1.0454545454545454,1.0,1.173913043478261,0.045454545454545456,0.0,0.14285714285714285
mmlu_high_school_geography,mmlu_other,4,198,False,False,0.005050505050505051,0.0,0.8787878787878788,0.8787878787878788,0.8838383838383839,0.9090909090909091,0.5858585858585859,0.5454545454545454,0.898989898989899,0.9090909090909091,1.0344827586206897,0.9885057471264368,1.0930232558139534,1.0344827586206897,1.0,1.0823529411764705,0.6206896551724137,0.5119047619047619,0.7222222222222222
mmlu_high_school_government_and_politics,mmlu_other,4,193,False,False,0.0,0.0,0.9378238341968912,0.9175257731958762,0.9222797927461139,0.8969072164948454,0.533678756476684,0.5567010309278351,0.9378238341968912,0.9175257731958762,0.9775280898876405,0.9431818181818182,1.0,1.0,1.0,1.0,0.6067415730337079,0.5,0.7078651685393258
mmlu_high_school_macroeconomics,mmlu_other,4,390,False,True,0.06666666666666667,0.0,0.7794871794871795,0.7589743589743589,0.7384615384615385,0.7025641025641025,0.11025641025641025,0.1076923076923077,0.7794871794871795,0.7487179487179487,0.9256756756756757,0.8609271523178808,0.993103448275862,0.9864864864864865,0.9436619718309859,1.0342465753424657,0.1418918918918919,0.08759124087591241,0.20270270270270271
mmlu_high_school_microeconomics,mmlu_other,4,238,True,False,0.07563025210084033,0.0,0.8277310924369747,0.8487394957983193,0.7689075630252101,0.8235294117647058,0.09243697478991597,0.1092436974789916,0.8277310924369747,0.8403361344537815,0.9702970297029703,0.92,1.02,0.9900990099009901,0.9690721649484536,1.0,0.12871287128712872,0.0673076923076923,0.2
mmlu_high_school_psychology,mmlu_other,4,400,False,False,0.0275,0.0,0.915,0.91,0.895,0.885,0.5925,0.59,0.915,0.905,0.9725274725274725,0.9456521739130435,0.9944444444444445,0.9945054945054945,0.9831460674157303,1.0,0.6483516483516483,0.5786516853932584,0.7159090909090909
mmlu_human_aging,mmlu_other,4,223,False,False,0.008968609865470852,0.0,0.757847533632287,0.7589285714285714,0.7533632286995515,0.7410714285714286,0.6098654708520179,0.6160714285714286,0.7757847533632287,0.7678571428571429,0.9764705882352942,0.9066666666666666,1.05,1.0117647058823531,0.9759036144578314,1.0574712643678161,0.811764705882353,0.7159090909090909,0.9058823529411765
mmlu_human_sexuality,mmlu_other,4,131,False,True,0.015267175572519083,0.0,0.8091603053435115,0.7878787878787878,0.7557251908396947,0.696969696969697,0.46564885496183206,0.4696969696969697,0.816793893129771,0.7878787878787878,0.8846153846153847,0.7924528301886793,0.9615384615384616,1.0,1.0,1.0,0.5961538461538463,0.4528301886792453,0.7450980392156863
mmlu_management,mmlu_other,4,103,False,False,0.009708737864077669,0.0,0.8543689320388349,0.8076923076923077,0.8349514563106796,0.7884615384615384,0.7961165048543689,0.8076923076923077,0.8252427184466019,0.8076923076923077,0.9761904761904762,0.8974358974358975,1.0512820512820513,1.0,1.0,1.0,1.0,0.9047619047619048,1.0975609756097562
mmlu_marketing,mmlu_other,4,234,False,False,0.01282051282051282,0.0,0.8888888888888888,0.8803418803418803,0.8846153846153846,0.8717948717948718,0.688034188034188,0.6837606837606838,0.8974358974358975,0.8717948717948718,0.9902912621359223,0.9484536082474226,1.0303030303030303,0.9902912621359223,0.9528301886792453,1.0206185567010309,0.7766990291262136,0.696969696969697,0.8526315789473684
mmlu_medical_genetics,mmlu_other,4,100,True,True,0.09,0.0,0.84,0.8,0.75,0.72,0.49,0.52,0.85,0.8,0.8999999999999999,0.7857142857142857,1.0,1.0,0.926829268292683,1.0810810810810811,0.65,0.4878048780487805,0.8095238095238095
mmlu_miscellaneous,mmlu_other,4,400,False,False,0.035,0.0,0.8725,0.88,0.845,0.855,0.68,0.71,0.8775,0.89,0.9715909090909091,0.9322033898305084,1.0058823529411764,1.0113636363636365,1.0,1.0290697674418605,0.8068181818181818,0.7388888888888889,0.8757062146892656
mmlu_nutrition,mmlu_other,4,306,False,False,0.013071895424836602,0.0,0.7418300653594772,0.7254901960784313,0.7254901960784313,0.7058823529411765,0.39869281045751637,0.32679738562091504,0.7581699346405228,0.738562091503268,0.972972972972973,0.9067796610169492,1.0434782608695652,1.018018018018018,0.9826086956521739,1.0571428571428572,0.45045045045045046,0.35772357723577236,0.5555555555555556
mmlu_professional_accounting,mmlu_other,4,282,True,True,0.29432624113475175,0.0,0.549645390070922,0.524822695035461,0.450354609929078,0.4326241134751773,0.028368794326241134,0.02127659574468085,0.5673758865248227,0.5602836879432624,0.8243243243243243,0.7066666666666667,0.9615384615384616,1.0675675675675678,0.9855072463768116,1.171875,0.04054054054054054,0.0,0.08974358974358974
mmlu_professional_medicine,mmlu_other,4,272,True,True,0.10294117647058823,0.0,0.7794117647058824,0.7867647058823529,0.7058823529411765,0.6838235294117647,0.007352941176470588,0.007352941176470588,0.7867647058823529,0.7794117647058824,0.8691588785046729,0.794392523364486,0.9514563106796117,0.9906542056074766,0.954954954954955,1.0196078431372548,0.009345794392523364,0.0,0.03
mmlu_professional_psychology,mmlu_other,4,400,False,True,0.035,0.0,0.755,0.77,0.7125,0.715,0.355,0.36,0.7575,0.775,0.9285714285714285,0.8701298701298701,0.9931506849315068,1.0064935064935066,0.9865771812080537,1.032258064516129,0.4675324675324675,0.3782051282051282,0.5540540540540541
mmlu_public_relations,mmlu_other,4,110,True,False,0.01818181818181818,0.0,0.7545454545454545,0.7454545454545455,0.6909090909090909,0.7090909090909091,0.5,0.5454545454545454,0.7454545454545455,0.7272727272727273,0.9512195121951219,0.8604651162790697,1.048780487804878,0.975609756097561,0.9210526315789473,1.0,0.7317073170731706,0.5813953488372093,0.8787878787878788
mmlu_security_studies,mmlu_other,4,245,True,False,0.004081632653061225,0.0,0.7673469387755102,0.7560975609756098,0.746938775510204,0.7642276422764228,0.6040816326530613,0.5447154471544715,0.7591836734693878,0.7479674796747967,1.010752688172043,0.9428571428571428,1.0851063829787233,0.9892473118279569,0.9411764705882353,1.0333333333333334,0.7204301075268816,0.6082474226804123,0.8279569892473119
mmlu_sociology,mmlu_other,4,201,False,False,0.0,0.0,0.8855721393034826,0.9108910891089109,0.8606965174129353,0.8910891089108911,0.7562189054726368,0.7821782178217822,0.8855721393034826,0.9108910891089109,0.9782608695652174,0.9333333333333333,1.0217391304347827,1.0,1.0,1.0,0.8586956521739131,0.7777777777777778,0.9354838709677419
mmlu_us_foreign_policy,mmlu_other,4,100,False,False,0.02,0.0,0.87,0.86,0.89,0.94,0.66,0.6,0.89,0.88,1.0930232558139534,1.0208333333333333,1.205128205128205,1.0232558139534884,1.0,1.0769230769230769,0.6976744186046512,0.5454545454545454,0.8378378378378378
mmlu_virology,mmlu_other,4,166,False,False,0.024096385542168676,0.0,0.5,0.4939759036144578,0.4939759036144578,0.5060240963855421,0.4036144578313253,0.40963855421686746,0.5120481927710844,0.5180722891566265,1.024390243902439,0.9487179487179487,1.1219512195121952,1.048780487804878,0.9565217391304348,1.1538461538461537,0.8292682926829268,0.6829268292682927,0.9736842105263158
race_high,reading,4,400,True,True,0.395,0.0,0.8675,0.84,0.52,0.51,0.075,0.075,0.8675,0.845,0.6071428571428572,0.5333333333333333,0.68125,1.005952380952381,0.9878048780487805,1.0294117647058822,0.08928571428571429,0.04878048780487805,0.13529411764705881
winogrande,commonsense,4,400,False,False,0.0,0.0,0.6975,0.695,0.6925,0.71,0.695,0.705,0.7025,0.695,1.0215827338129497,0.9696969696969697,1.0820895522388059,1.0,0.9594594594594594,1.037593984962406,1.014388489208633,0.9333333333333333,1.106060606060606
mmlu_formal_logic,mmlu_humanities,5,126,True,True,0.3968253968253968,0.0,0.5317460317460317,0.5555555555555556,0.3888888888888889,0.4126984126984127,0.0,0.0,0.5158730158730159,0.5396825396825397,0.7428571428571428,0.5675675675675675,0.9285714285714286,0.9714285714285713,0.8709677419354839,1.0689655172413792,0.0,0.0,0.0
mmlu_high_school_european_history,mmlu_humanities,5,165,True,True,0.4121212121212121,0.0,0.8484848484848485,0.8674698795180723,0.4909090909090909,0.5421686746987951,0.0,0.0,0.8545454545454545,0.8795180722891566,0.625,0.5138888888888888,0.7428571428571429,1.0138888888888888,0.971830985915493,1.0625,0.0,0.0,0.0
mmlu_high_school_us_history,mmlu_humanities,5,204,True,True,0.2647058823529412,0.0,0.8676470588235294,0.8627450980392157,0.6323529411764706,0.6274509803921569,0.004901960784313725,0.0,0.8578431372549019,0.8137254901960784,0.7272727272727272,0.6296296296296297,0.8160919540229885,0.9431818181818181,0.8913043478260869,0.9883720930232558,0.0,0.0,0.0
mmlu_high_school_world_history,mmlu_humanities,5,237,True,True,0.4472573839662447,0.0,0.8987341772151899,0.9243697478991597,0.4810126582278481,0.48739495798319327,0.008438818565400843,0.0,0.890295358649789,0.907563025210084,0.5272727272727272,0.42990654205607476,0.6296296296296297,0.9818181818181818,0.9541284403669725,1.0,0.0,0.0,0.0
mmlu_international_law,mmlu_humanities,5,121,True,False,0.024793388429752067,0.0,0.8016528925619835,0.7377049180327869,0.768595041322314,0.7213114754098361,0.5702479338842975,0.5245901639344263,0.8099173553719008,0.7704918032786885,0.9777777777777777,0.8780487804878049,1.0789473684210527,1.0444444444444443,1.0,1.1282051282051282,0.7111111111111111,0.5581395348837209,0.868421052631579
mmlu_jurisprudence,mmlu_humanities,5,108,False,False,0.0,0.0,0.7777777777777778,0.7222222222222222,0.7962962962962963,0.7777777777777778,0.49074074074074076,0.46296296296296297,0.7870370370370371,0.7407407407407407,1.0769230769230769,0.975,1.2162162162162162,1.0256410256410255,1.0,1.0909090909090908,0.6410256410256411,0.475,0.7941176470588235
mmlu_logical_fallacies,mmlu_humanities,5,163,True,False,0.018404907975460124,0.0,0.8404907975460123,0.8414634146341463,0.803680981595092,0.8414634146341463,0.31901840490797545,0.34146341463414637,0.8466257668711656,0.8658536585365854,1.0,0.9315068493150684,1.0769230769230769,1.028985507246377,1.0,1.0757575757575757,0.4057971014492754,0.2923076923076923,0.5205479452054794
mmlu_moral_disputes,mmlu_humanities,5,346,False,False,0.011560693641618497,0.0,0.7254335260115607,0.7745664739884393,0.7341040462427746,0.7572254335260116,0.23121387283236994,0.24855491329479767,0.7283236994219653,0.7803468208092486,0.9776119402985075,0.9136690647482014,1.0393700787401574,1.0074626865671643,1.0,1.024,0.3208955223880597,0.24444444444444444,0.40458015267175573
mmlu_moral_scenarios,mmlu_humanities,5,400,False,False,0.0,0.0,0.3775,0.38,0.4175,0.43,0.0,0.0,0.38,0.375,1.131578947368421,0.975609756097561,1.323076923076923,0.9868421052631579,0.9130434782608695,1.0675675675675675,0.0,0.0,0.0
mmlu_philosophy,mmlu_humanities,5,311,False,False,0.01607717041800643,0.0,0.7331189710610932,0.7051282051282052,0.7266881028938906,0.6987179487179487,0.3987138263665595,0.3717948717948718,0.729903536977492,0.6923076923076923,0.9909090909090907,0.9166666666666666,1.0740740740740742,0.9818181818181817,0.9316239316239316,1.0303030303030303,0.5272727272727272,0.4322033898305085,0.6296296296296297
mmlu_prehistory,mmlu_humanities,5,324,False,False,0.027777777777777776,0.0,0.7870370370370371,0.8148148148148148,0.7623456790123457,0.7962962962962963,0.5679012345679012,0.5555555555555556,0.7901234567901234,0.8148148148148148,0.9772727272727273,0.920863309352518,1.0364963503649636,1.0,0.9635036496350365,1.0384615384615385,0.6818181818181819,0.5955882352941176,0.7637795275590551
mmlu_professional_law,mmlu_humanities,5,400,True,True,0.1025,0.0,0.5525,0.575,0.49,0.51,0.0025,0.005,0.5725,0.59,0.8869565217391305,0.7874015748031497,0.990909090909091,1.0260869565217392,0.9736842105263158,1.088235294117647,0.008695652173913044,0.0,0.02857142857142857
mmlu_world_religions,mmlu_humanities,5,171,False,False,0.0,0.0,0.8947368421052632,0.9418604651162791,0.8830409356725146,0.9186046511627907,0.8011695906432749,0.8488372093023255,0.8888888888888888,0.9302325581395349,0.9753086419753086,0.9375,1.0,0.9876543209876543,0.9620253164556962,1.0,0.9012345679012345,0.8313253012048193,0.9629629629629629
